user_id,gender,age_group,top_genre,subscription_plan,payment_method,auto_renewal_enabled,previous_subscription_plan,device_type,network_type,buffering_time_avg,is_churned
2388,Male ,18-25,Rock,Free,UPI,Yes,Free,iOS,5G,0.86,No
2389,Male ,26-35,Rock,Family,Wallet,Yes,Free,Android,WiFi,3.14,No
2390,Male ,46+,Rock,Free,Auto-Debit,No,Free,Web,4G,1.21,No
2391,Male ,26-35,Classical,Premium,Card,No,Premium,Web,4G,1.87,No
2392,Male ,18-25,Jazz,Free,UPI,No,Premium,Android,WiFi,3.55,Yes
2393,Male ,18-25,Rock,Premium,Auto-Debit,Yes,Family,iOS,WiFi,3.97,No
2394,Female,46+,Classical,Free,Wallet,Yes,Premium,Android,5G,1.57,Yes
2395,Female,46+,EDM,Family,Auto-Debit,Yes,Free,Android,4G,4.21,No
2396,Female,26-35,Jazz,Premium,Auto-Debit,Yes,Premium,Android,4G,0.29,No
2397,Female,26-35,Classical,Free,Wallet,No,Premium,iOS,WiFi,4.93,Yes
2398,Female,46+,EDM,Family,Auto-Debit,Yes,Premium,Android,WiFi,2.08,Yes
2399,Male ,46+,Pop,Free,Card,Yes,Free,Android,4G,1.62,No
2400,Male ,26-35,HipHop,Free,Wallet,No,Premium,Web,WiFi,4.62,No
2401,Male ,46+,Pop,Free,Wallet,No,Premium,iOS,5G,0.66,No
2402,Male ,46+,Jazz,Premium,UPI,Yes,Premium,Web,5G,1.79,Yes
2403,Male ,26-35,Classical,Premium,Auto-Debit,No,Free,Web,WiFi,1.79,No
2404,Male ,18-25,Classical,Family,Card,Yes,Premium,Android,4G,2.12,No
2405,Male ,46+,Rock,Free,Card,No,Family,Android,WiFi,4.24,No
2406,Male ,36-45,HipHop,Free,Wallet,No,Family,Android,4G,4.25,No
2407,Male ,46+,EDM,Premium,Auto-Debit,No,Free,Web,5G,2.96,No
2408,Male ,26-35,Classical,Premium,Wallet,Yes,Free,iOS,5G,4.96,Yes
2409,Male ,36-45,EDM,Free,Card,No,Premium,iOS,5G,4.22,No
2410,Male ,36-45,EDM,Free,Card,Yes,Free,Web,4G,3.41,No
2411,Male ,46+,EDM,Free,Card,Yes,Premium,Web,WiFi,1,No
2412,Male ,26-35,Pop,Premium,Wallet,No,Premium,iOS,4G,2.75,Yes
2413,Male ,26-35,EDM,Free,Auto-Debit,Yes,Premium,Android,4G,1.07,No
2414,Male ,46+,Rock,Free,Auto-Debit,Yes,Premium,iOS,5G,1.51,Yes
2415,Female,18-25,Pop,Premium,Wallet,No,Free,Web,WiFi,3.43,No
2416,Female,36-45,Pop,Premium,Card,No,Family,Android,4G,0.92,No
2417,Female,26-35,Classical,Premium,Auto-Debit,Yes,Free,Android,WiFi,0.45,No
2418,Female,26-35,HipHop,Premium,Card,Yes,Premium,iOS,4G,2.66,Yes
2419,Female,46+,HipHop,Free,Wallet,Yes,Family,Android,4G,0,Yes
2420,Male ,46+,Jazz,Premium,Auto-Debit,Yes,Premium,Web,5G,3.04,No
2421,Male ,18-25,Classical,Premium,Auto-Debit,No,Premium,iOS,5G,4.51,Yes
2422,Male ,46+,HipHop,Free,Wallet,Yes,Premium,Web,5G,0.95,Yes
2423,Male ,26-35,EDM,Family,Wallet,No,Premium,Web,WiFi,1.91,No
2424,Male ,36-45,Rock,Free,Auto-Debit,Yes,Family,Web,4G,4.58,No
2425,Male ,26-35,EDM,Free,UPI,Yes,Free,iOS,5G,3.52,Yes
2426,Male ,26-35,HipHop,Free,Card,No,Free,Web,WiFi,0.68,No
2427,Male ,46+,HipHop,Free,UPI,No,Free,Web,WiFi,1.91,Yes
2428,Male ,18-25,Rock,Free,Auto-Debit,No,Family,Android,4G,3.78,No
2429,Male ,36-45,Pop,Free,UPI,Yes,Family,Android,5G,3.32,No
2430,Male ,46+,Pop,Free,Wallet,No,Free,Web,5G,0.78,No
2431,Male ,36-45,Rock,Family,Card,Yes,Family,Android,5G,0.31,No
2432,Male ,46+,Pop,Free,Wallet,Yes,Premium,iOS,5G,3.41,No
2433,Male ,36-45,HipHop,Free,Wallet,No,Free,Android,WiFi,3.05,No
2434,Male ,26-35,Pop,Free,Wallet,Yes,Premium,iOS,5G,0.3,Yes
2435,Male ,26-35,HipHop,Free,Wallet,Yes,Family,iOS,5G,4.87,No
2436,Female,46+,Classical,Free,Card,Yes,Premium,Android,WiFi,1.26,No
2437,Female,46+,EDM,Family,Auto-Debit,No,Family,Android,4G,1.93,No
2438,Female,26-35,Pop,Premium,Auto-Debit,Yes,Free,iOS,4G,0.89,No
2439,Female,46+,Classical,Premium,Card,Yes,Free,Web,WiFi,4.14,No
2440,Female,36-45,Jazz,Free,Wallet,Yes,Free,Web,WiFi,4.81,Yes
2441,Male ,36-45,Pop,Family,UPI,Yes,Family,Web,5G,1.07,No
2442,Male ,46+,Classical,Family,Auto-Debit,No,Premium,Web,4G,1.42,No
2443,Male ,36-45,Rock,Family,Wallet,No,Family,Android,4G,3.53,No
2444,Male ,36-45,Classical,Premium,UPI,Yes,Premium,Android,5G,2.64,No
2445,Male ,26-35,HipHop,Premium,UPI,Yes,Family,iOS,5G,0.53,No
2446,Male ,18-25,Rock,Family,Wallet,Yes,Premium,iOS,5G,4.64,No
2447,Male ,36-45,Rock,Premium,Card,Yes,Free,Web,5G,3.06,Yes
2448,Male ,46+,HipHop,Premium,Wallet,No,Premium,iOS,WiFi,1.51,Yes
2449,Male ,18-25,Pop,Free,Card,No,Premium,Android,WiFi,2.45,Yes
2450,Male ,36-45,Rock,Free,UPI,No,Free,Web,5G,2.5,No
2451,Male ,18-25,Pop,Free,Auto-Debit,No,Family,Web,4G,2.63,Yes
2452,Male ,18-25,EDM,Family,Card,No,Premium,Web,4G,2.49,No
2453,Male ,18-25,Classical,Free,Card,No,Family,iOS,4G,2.81,No
2454,Male ,26-35,Classical,Family,Card,Yes,Premium,Web,4G,1.97,No
2455,Male ,18-25,HipHop,Free,Auto-Debit,Yes,Premium,Android,4G,0.73,No
2456,Male ,26-35,HipHop,Family,Wallet,Yes,Family,Web,5G,3.32,Yes
2457,Female,46+,Jazz,Premium,UPI,No,Premium,iOS,4G,3.96,No
2458,Female,46+,Classical,Family,UPI,Yes,Premium,iOS,WiFi,4.21,No
2459,Female,18-25,Classical,Premium,Card,Yes,Family,Web,WiFi,0.11,No
2460,Female,26-35,Classical,Free,UPI,Yes,Family,Web,4G,2.02,No
2461,Female,36-45,Classical,Premium,Card,No,Family,iOS,WiFi,4.89,No
2462,Male ,46+,Jazz,Premium,Auto-Debit,No,Family,Android,5G,0.31,No
2463,Male ,36-45,HipHop,Free,Card,Yes,Premium,Android,4G,3.93,No
2464,Male ,18-25,Rock,Family,Auto-Debit,Yes,Free,Web,5G,0.63,No
2465,Male ,26-35,Jazz,Family,Card,No,Family,Web,WiFi,4.12,No
2466,Male ,36-45,Pop,Family,Card,No,Family,Web,4G,3.36,Yes
2467,Male ,26-35,Classical,Free,Auto-Debit,Yes,Premium,iOS,5G,3.63,No
2468,Male ,46+,Pop,Family,Wallet,No,Free,iOS,5G,4.89,Yes
2469,Male ,46+,Jazz,Premium,Auto-Debit,No,Free,Web,5G,4.7,No
2470,Male ,26-35,Classical,Free,Card,Yes,Family,iOS,5G,1.52,No
2471,Female,46+,Jazz,Family,UPI,Yes,Family,iOS,5G,1.88,Yes
2472,Male ,46+,HipHop,Premium,Wallet,Yes,Free,Android,WiFi,2.04,No
2473,Male ,46+,Pop,Premium,UPI,No,Free,iOS,4G,0.9,No
2474,Female,36-45,Jazz,Family,Wallet,Yes,Family,Web,5G,1.91,No
2475,Female,46+,Jazz,Free,Card,Yes,Free,Android,5G,4.9,No
2476,Female,26-35,EDM,Premium,Wallet,No,Premium,iOS,WiFi,2.45,No
2477,Male ,46+,Jazz,Premium,UPI,No,Free,Android,4G,4.76,Yes
2478,Female,26-35,HipHop,Premium,Auto-Debit,Yes,Free,iOS,4G,0.36,No
2479,Male ,26-35,Jazz,Premium,Wallet,Yes,Free,iOS,4G,0.2,Yes
2480,Female,36-45,Rock,Family,Wallet,Yes,Free,Android,4G,2.88,No
2481,Female,26-35,Pop,Free,Card,No,Premium,iOS,4G,3.68,Yes
2482,Female,36-45,Pop,Premium,Card,No,Premium,Web,WiFi,1.09,No
2483,Male ,26-35,Rock,Premium,Wallet,Yes,Free,iOS,5G,2.52,No
2484,Male ,26-35,Classical,Premium,Card,Yes,Free,Android,4G,4.36,Yes
2485,Male ,36-45,HipHop,Free,Card,No,Free,Android,4G,3.81,No
2486,Male ,36-45,Rock,Premium,Auto-Debit,No,Premium,iOS,5G,1.16,No
2487,Male ,26-35,Jazz,Free,Wallet,Yes,Family,Web,5G,1.67,No
2488,Male ,26-35,EDM,Free,UPI,No,Free,iOS,4G,1.53,No
2489,Male ,18-25,HipHop,Free,Auto-Debit,No,Family,iOS,WiFi,3.6,No
2490,Female,26-35,Rock,Free,Card,Yes,Premium,iOS,5G,4.84,No
2491,Female,36-45,Rock,Family,Auto-Debit,No,Free,iOS,5G,1.4,Yes
2492,Female,26-35,Pop,Family,Wallet,No,Premium,Web,WiFi,2.94,Yes
2493,Female,18-25,Pop,Family,Wallet,No,Free,iOS,5G,4.94,No
2494,Female,26-35,Pop,Premium,Wallet,No,Family,Web,5G,0.79,No
2495,Female,46+,HipHop,Free,UPI,Yes,Family,iOS,4G,3.3,No
2496,Female,18-25,Jazz,Free,UPI,No,Free,Web,5G,1.66,No
2497,Female,36-45,Classical,Family,UPI,No,Free,iOS,5G,4.96,No
2498,Male ,46+,HipHop,Family,Card,Yes,Family,Android,WiFi,0.54,No
2499,Male ,36-45,Pop,Free,Wallet,No,Premium,iOS,5G,2.26,No
2500,Male ,26-35,Pop,Family,Wallet,Yes,Free,iOS,WiFi,1.27,No
2501,Female,18-25,HipHop,Premium,UPI,No,Premium,Android,WiFi,0.16,No
2502,Male ,36-45,Jazz,Premium,Auto-Debit,No,Free,Android,WiFi,4.82,No
2503,Male ,26-35,Jazz,Premium,Auto-Debit,No,Free,iOS,5G,2.84,No
2504,Male ,36-45,Rock,Free,Card,Yes,Free,Web,WiFi,3.5,No
2505,Male ,46+,Rock,Family,Auto-Debit,No,Family,Android,4G,3.1,Yes
2506,Male ,26-35,Pop,Premium,Card,Yes,Family,Android,5G,0.74,Yes
2507,Female,18-25,Pop,Premium,Auto-Debit,Yes,Free,Android,5G,0.85,No
2508,Female,26-35,Classical,Premium,Auto-Debit,No,Premium,Android,WiFi,3.13,No
2509,Male ,36-45,Jazz,Premium,Auto-Debit,No,Free,Android,WiFi,3.9,No
2510,Male ,26-35,Rock,Premium,Wallet,Yes,Premium,Android,WiFi,3.06,No
2511,Male ,36-45,Classical,Family,UPI,Yes,Free,iOS,WiFi,2.85,Yes
2512,Male ,18-25,Pop,Premium,Wallet,Yes,Premium,iOS,4G,3.73,No
2513,Male ,36-45,Jazz,Premium,UPI,Yes,Premium,Android,5G,1.22,No
2514,Male ,46+,Pop,Premium,Auto-Debit,Yes,Free,Android,WiFi,3.66,No
2515,Female,36-45,Classical,Free,UPI,Yes,Free,Android,4G,2.06,No
2516,Female,18-25,Classical,Family,Wallet,Yes,Free,Android,WiFi,3.37,No
2517,Female,46+,Pop,Premium,UPI,Yes,Family,iOS,4G,1.37,Yes
2518,Female,18-25,EDM,Family,UPI,Yes,Premium,iOS,5G,0.69,No
2519,Male ,26-35,Pop,Premium,UPI,No,Free,iOS,4G,0.15,No
2520,Male ,18-25,Rock,Free,Auto-Debit,Yes,Family,iOS,WiFi,4.02,No
2521,Male ,46+,Jazz,Free,UPI,Yes,Free,Android,5G,0.98,No
2522,Male ,36-45,Jazz,Free,Auto-Debit,Yes,Free,Android,WiFi,1.82,Yes
2523,Female,26-35,Pop,Free,Auto-Debit,Yes,Free,Web,5G,3.84,Yes
2524,Male ,18-25,HipHop,Premium,Card,No,Free,Web,WiFi,2.25,No
2525,Male ,36-45,Pop,Family,UPI,Yes,Free,Android,4G,1.09,No
2526,Female,18-25,EDM,Premium,Auto-Debit,No,Free,Web,5G,0.97,Yes
2527,Female,36-45,Rock,Free,UPI,No,Free,iOS,4G,2.04,Yes
2528,Female,18-25,Pop,Free,UPI,No,Premium,Web,4G,2.83,No
2529,Male ,26-35,Classical,Premium,Wallet,No,Family,iOS,WiFi,1.96,Yes
2530,Female,26-35,Rock,Premium,Card,Yes,Free,Web,5G,4.52,No
2531,Male ,26-35,Rock,Family,UPI,No,Premium,iOS,4G,0.02,No
2532,Female,36-45,EDM,Family,UPI,Yes,Premium,Web,WiFi,2.01,No
2533,Female,26-35,Jazz,Family,Auto-Debit,Yes,Family,iOS,WiFi,3.71,Yes
2534,Female,26-35,Classical,Family,Auto-Debit,Yes,Premium,Android,4G,4.45,Yes
2535,Male ,26-35,HipHop,Free,Wallet,No,Family,Android,4G,1.79,No
2536,Male ,36-45,Pop,Free,Card,No,Premium,iOS,4G,3.37,No
2537,Male ,26-35,HipHop,Family,Card,Yes,Free,Android,WiFi,2.9,No
2538,Male ,46+,Jazz,Family,Card,No,Free,Web,5G,1.01,Yes
2539,Male ,26-35,Classical,Free,UPI,No,Premium,Android,WiFi,3.4,No
2540,Male ,18-25,Rock,Free,Card,No,Free,iOS,4G,1.25,No
2541,Male ,36-45,EDM,Free,Wallet,Yes,Premium,Android,WiFi,3.92,No
2542,Female,26-35,EDM,Family,Wallet,No,Premium,Web,5G,4.33,No
2543,Female,26-35,Rock,Family,UPI,Yes,Premium,iOS,WiFi,2.39,No
2544,Female,26-35,EDM,Free,UPI,No,Premium,Android,WiFi,0.27,No
2545,Female,18-25,HipHop,Free,UPI,No,Family,Android,WiFi,3.69,Yes
2546,Female,18-25,Jazz,Premium,Auto-Debit,No,Free,Android,WiFi,2.34,No
2547,Female,18-25,Rock,Premium,UPI,Yes,Free,Web,WiFi,0.47,Yes
2548,Female,26-35,Pop,Free,Wallet,No,Free,Android,4G,1.66,No
2549,Female,36-45,Pop,Free,UPI,Yes,Family,Web,5G,1.45,No
2550,Male ,36-45,Classical,Premium,Auto-Debit,Yes,Premium,iOS,4G,3.63,Yes
2551,Male ,18-25,Jazz,Family,UPI,No,Family,Web,WiFi,2.12,No
2552,Male ,26-35,Jazz,Free,Auto-Debit,No,Free,Android,WiFi,2.94,Yes
2553,Female,36-45,Rock,Free,Auto-Debit,Yes,Premium,iOS,WiFi,2.51,No
2554,Male ,26-35,Jazz,Free,Auto-Debit,Yes,Premium,Android,5G,3.62,No
2555,Male ,46+,HipHop,Family,UPI,No,Premium,Android,4G,3.59,Yes
2556,Male ,18-25,Jazz,Premium,UPI,No,Free,Web,4G,2.24,No
2557,Male ,18-25,Rock,Family,Wallet,No,Free,Android,WiFi,0.68,No
2558,Male ,46+,Rock,Family,Card,Yes,Family,Web,4G,2.04,Yes
2559,Female,26-35,HipHop,Free,UPI,No,Free,iOS,5G,0.8,Yes
2560,Female,36-45,EDM,Free,Wallet,No,Premium,iOS,4G,4.8,No
2561,Male ,36-45,HipHop,Premium,Card,Yes,Premium,iOS,WiFi,4.75,No
2562,Male ,46+,Rock,Family,Wallet,Yes,Free,Android,4G,2.28,No
2563,Male ,18-25,Rock,Premium,Card,No,Premium,Web,4G,0.14,Yes
2564,Male ,26-35,Rock,Family,Wallet,Yes,Premium,Android,4G,1.87,Yes
2565,Male ,46+,Rock,Free,UPI,Yes,Family,Android,4G,4.48,No
2566,Male ,46+,Classical,Premium,Card,No,Premium,Web,5G,1.44,Yes
2567,Female,18-25,EDM,Family,Auto-Debit,No,Premium,Android,WiFi,3.11,Yes
2568,Female,36-45,Rock,Free,Wallet,Yes,Free,iOS,4G,0.92,Yes
2569,Female,26-35,Classical,Free,UPI,Yes,Free,Web,4G,4.13,No
2570,Female,26-35,Jazz,Family,UPI,No,Premium,iOS,4G,4.46,No
2571,Male ,18-25,Rock,Free,Card,No,Family,Android,5G,3.08,No
2572,Male ,26-35,EDM,Family,Wallet,Yes,Family,Android,WiFi,3.12,No
2573,Male ,26-35,EDM,Family,UPI,Yes,Premium,iOS,5G,1.89,No
2574,Female,26-35,HipHop,Family,Auto-Debit,No,Premium,Android,WiFi,3.54,No
2575,Female,26-35,Classical,Family,Wallet,No,Premium,Android,4G,2.39,Yes
2576,Male ,18-25,Classical,Free,UPI,Yes,Premium,Web,WiFi,3.73,No
2577,Male ,26-35,Classical,Family,UPI,Yes,Family,Web,WiFi,4.84,No
2578,Male ,36-45,Classical,Family,Auto-Debit,No,Family,iOS,WiFi,4.11,No
2579,Male ,18-25,Classical,Family,UPI,No,Family,Android,4G,2.59,No
2580,Male ,26-35,EDM,Free,Card,No,Family,iOS,5G,4.89,No
2581,Male ,46+,Jazz,Premium,Wallet,No,Premium,Android,4G,3.04,Yes
2582,Female,18-25,Jazz,Family,Card,Yes,Family,Web,5G,0.32,No
2583,Female,36-45,Classical,Premium,Card,Yes,Family,Web,5G,3.65,No
2584,Female,26-35,Classical,Premium,Auto-Debit,No,Family,Android,5G,4.1,No
2585,Female,26-35,Classical,Family,Card,No,Free,Web,5G,0.67,No
2586,Female,46+,HipHop,Premium,Card,Yes,Premium,Web,5G,3.4,No
2587,Male ,46+,Jazz,Premium,Card,No,Family,Android,4G,4.6,Yes
2588,Male ,18-25,Rock,Family,UPI,Yes,Premium,Web,4G,1.26,No
2589,Male ,18-25,Pop,Free,Auto-Debit,No,Premium,Android,5G,2.93,Yes
2590,Male ,18-25,Classical,Premium,UPI,No,Premium,iOS,WiFi,1.37,No
2591,Male ,46+,Rock,Premium,UPI,Yes,Free,Android,4G,3.87,No
2592,Male ,18-25,Classical,Premium,Card,Yes,Free,iOS,5G,2.9,No
2593,Female,18-25,Classical,Premium,UPI,Yes,Family,Android,5G,2.14,No
2594,Male ,26-35,Jazz,Premium,UPI,No,Premium,Android,WiFi,0.14,No
2595,Male ,18-25,Pop,Premium,UPI,No,Free,Android,WiFi,4.72,Yes
2596,Female,18-25,Rock,Family,Card,Yes,Premium,Android,5G,2.49,No
2597,Female,46+,Classical,Family,Wallet,Yes,Family,Android,WiFi,4.02,Yes
2598,Female,18-25,Jazz,Free,Wallet,No,Premium,iOS,4G,1.96,No
2599,Male ,36-45,HipHop,Free,UPI,Yes,Free,Web,5G,4.25,Yes
2600,Female,46+,Classical,Family,Card,No,Premium,Android,4G,0.8,Yes
2601,Male ,26-35,Jazz,Free,Auto-Debit,Yes,Family,iOS,5G,1.16,No
2602,Female,18-25,Rock,Premium,Wallet,Yes,Family,iOS,4G,1.67,Yes
2603,Female,26-35,EDM,Free,UPI,No,Free,Android,5G,0.44,No
2604,Female,26-35,Classical,Free,Card,No,Premium,Android,4G,2.22,No
2605,Male ,18-25,HipHop,Family,Wallet,Yes,Free,Android,WiFi,2.43,Yes
2606,Male ,36-45,HipHop,Family,Wallet,No,Free,iOS,5G,0.57,No
2607,Male ,36-45,Classical,Premium,Card,No,Free,Android,5G,2.14,Yes
2608,Male ,26-35,Rock,Free,Wallet,No,Free,Android,5G,0.99,Yes
2609,Male ,18-25,Classical,Family,UPI,Yes,Free,Web,5G,4.38,No
2610,Male ,26-35,HipHop,Family,UPI,Yes,Free,iOS,4G,2.55,Yes
2611,Female,46+,Classical,Family,Card,No,Premium,Android,5G,4.76,No
2612,Male ,26-35,HipHop,Premium,Card,No,Free,iOS,WiFi,1.71,Yes
2613,Male ,46+,EDM,Premium,Auto-Debit,Yes,Free,Android,4G,1.71,Yes
2614,Female,18-25,Classical,Free,Auto-Debit,No,Premium,Android,5G,1.69,No
2615,Female,36-45,Pop,Premium,UPI,Yes,Family,iOS,5G,1.34,No
2616,Female,26-35,Classical,Premium,Card,Yes,Premium,iOS,4G,3.92,Yes
2617,Male ,26-35,HipHop,Premium,Auto-Debit,Yes,Premium,iOS,4G,1.41,No
2618,Female,26-35,Rock,Premium,Auto-Debit,Yes,Family,iOS,5G,1.44,Yes
2619,Male ,26-35,HipHop,Premium,Wallet,Yes,Premium,Web,4G,0.23,No
2620,Female,26-35,EDM,Premium,Wallet,No,Family,iOS,WiFi,4.83,No
2621,Female,18-25,Rock,Premium,Auto-Debit,No,Free,Android,5G,4.43,No
2622,Female,36-45,Pop,Premium,Wallet,No,Premium,Android,5G,1.46,No
2623,Male ,46+,Pop,Family,Auto-Debit,Yes,Family,iOS,4G,2.6,No
2624,Male ,18-25,EDM,Free,Wallet,Yes,Free,iOS,WiFi,2.41,No
2625,Male ,46+,EDM,Premium,Card,No,Family,iOS,WiFi,0.44,No
2626,Male ,18-25,EDM,Premium,Wallet,No,Family,iOS,5G,2.66,No
2627,Male ,18-25,Jazz,Family,Card,Yes,Family,iOS,WiFi,0.57,Yes
2628,Male ,46+,EDM,Family,UPI,Yes,Premium,Android,WiFi,2.17,No
2629,Female,36-45,Classical,Family,Wallet,No,Free,Web,WiFi,0.44,No
2630,Male ,18-25,HipHop,Family,Card,No,Family,iOS,5G,2.94,No
2631,Male ,46+,Jazz,Premium,Auto-Debit,Yes,Free,iOS,5G,0.25,No
2632,Female,36-45,Classical,Premium,UPI,Yes,Family,iOS,WiFi,3.14,No
2633,Female,26-35,Rock,Free,Wallet,Yes,Family,iOS,WiFi,3.54,Yes
2634,Female,26-35,Pop,Premium,Auto-Debit,Yes,Premium,Web,5G,2.85,Yes
2635,Male ,46+,Pop,Premium,Auto-Debit,Yes,Free,Web,5G,2.35,No
2636,Female,18-25,Pop,Family,Wallet,No,Family,Android,4G,0.3,No
2637,Male ,26-35,Pop,Free,Wallet,Yes,Family,iOS,4G,0.06,No
2638,Female,26-35,Pop,Premium,Card,No,Free,iOS,WiFi,1.71,No
2639,Female,46+,Pop,Family,Card,Yes,Family,Android,5G,3.86,No
2640,Female,46+,Pop,Family,UPI,Yes,Premium,Android,5G,3.24,No
2641,Male ,26-35,Pop,Free,Wallet,Yes,Premium,iOS,5G,0.63,Yes
2642,Male ,18-25,Rock,Premium,UPI,Yes,Premium,Web,WiFi,3.44,Yes
2643,Male ,46+,HipHop,Premium,Card,Yes,Family,Android,4G,2.87,No
2644,Male ,46+,Rock,Premium,Wallet,Yes,Premium,iOS,5G,0.83,No
2645,Male ,18-25,HipHop,Premium,Auto-Debit,No,Family,iOS,5G,3.78,Yes
2646,Male ,36-45,Pop,Free,UPI,Yes,Premium,iOS,4G,4.15,No
2647,Female,46+,Jazz,Family,Wallet,Yes,Free,Android,5G,1.16,No
2648,Male ,26-35,Pop,Family,Auto-Debit,Yes,Premium,Android,5G,3.18,No
2649,Male ,18-25,Pop,Free,Card,Yes,Free,Android,4G,1.89,No
2650,Female,26-35,HipHop,Premium,Auto-Debit,Yes,Premium,iOS,4G,0.29,No
2651,Female,18-25,Pop,Family,UPI,Yes,Family,Android,5G,4.31,Yes
2652,Female,36-45,Rock,Premium,Wallet,Yes,Free,iOS,5G,4.1,No
2653,Male ,46+,HipHop,Family,Auto-Debit,No,Free,Web,5G,1.59,No
2654,Female,36-45,EDM,Premium,Wallet,No,Family,Web,4G,2.66,Yes
2655,Male ,46+,HipHop,Free,Auto-Debit,No,Free,Web,5G,2.56,No
2656,Female,18-25,Rock,Premium,Wallet,No,Free,Android,4G,0.89,No
2657,Female,26-35,Jazz,Premium,UPI,No,Family,iOS,5G,0.73,No
2658,Female,36-45,Rock,Premium,Card,No,Free,Android,WiFi,4.22,No
2659,Male ,18-25,Rock,Premium,Card,No,Free,Web,5G,4.34,Yes
2660,Male ,36-45,Pop,Premium,Auto-Debit,No,Family,iOS,5G,3.63,No
2661,Male ,18-25,Jazz,Premium,UPI,Yes,Free,Web,5G,0.36,No
2662,Male ,36-45,EDM,Premium,Wallet,No,Family,iOS,WiFi,4.55,No
2663,Male ,18-25,Jazz,Premium,UPI,No,Free,Android,4G,4.9,Yes
2664,Male ,36-45,EDM,Premium,UPI,No,Family,iOS,5G,3.88,No
2665,Female,36-45,Classical,Family,Auto-Debit,No,Premium,Web,4G,1.77,No
2666,Male ,18-25,Jazz,Family,Card,Yes,Free,iOS,4G,2.03,Yes
2667,Male ,36-45,Jazz,Family,UPI,No,Free,iOS,WiFi,4.35,Yes
2668,Female,18-25,Rock,Free,Auto-Debit,Yes,Premium,iOS,WiFi,1.4,No
2669,Female,36-45,Jazz,Free,Wallet,No,Premium,iOS,5G,0.71,No
2670,Female,46+,Pop,Family,Card,No,Family,iOS,5G,4.11,No
2671,Male ,46+,HipHop,Family,Card,Yes,Free,iOS,WiFi,0.97,No
2672,Female,36-45,Pop,Family,Wallet,Yes,Free,iOS,WiFi,4.54,No
2673,Male ,18-25,Rock,Free,UPI,Yes,Family,iOS,5G,2.98,No
2674,Female,46+,Pop,Free,Card,No,Premium,Web,5G,2.78,Yes
2675,Female,36-45,Jazz,Free,UPI,Yes,Free,iOS,4G,3.88,No
2676,Female,36-45,Rock,Family,Auto-Debit,Yes,Premium,Web,5G,0.08,Yes
2677,Male ,18-25,Jazz,Family,Wallet,Yes,Family,iOS,WiFi,3.57,No
2678,Male ,26-35,HipHop,Premium,Card,Yes,Free,Android,4G,2.99,Yes
2679,Male ,18-25,HipHop,Premium,Wallet,Yes,Family,iOS,4G,2.62,Yes
2680,Male ,26-35,EDM,Free,Card,Yes,Family,Web,4G,1.09,No
2681,Male ,36-45,Jazz,Free,Wallet,Yes,Free,Android,4G,4.15,Yes
2682,Male ,26-35,Classical,Premium,Auto-Debit,No,Premium,Android,4G,1.25,No
2683,Female,26-35,Pop,Free,Auto-Debit,Yes,Premium,Web,4G,2.45,Yes
2684,Male ,18-25,Classical,Family,UPI,No,Family,Web,WiFi,0.79,No
2685,Male ,26-35,Pop,Premium,Auto-Debit,Yes,Family,iOS,WiFi,4.87,No
2686,Female,26-35,EDM,Family,Wallet,No,Premium,iOS,5G,0.97,Yes
2687,Female,36-45,EDM,Premium,Wallet,Yes,Family,Android,WiFi,4.02,Yes
2688,Female,46+,HipHop,Premium,Auto-Debit,Yes,Family,iOS,WiFi,1.32,No
2689,Male ,18-25,HipHop,Free,Wallet,No,Free,iOS,5G,1.28,No
2690,Female,18-25,Jazz,Family,Wallet,No,Family,iOS,4G,2.11,No
2691,Male ,46+,HipHop,Family,Wallet,No,Family,Android,WiFi,4.23,No
2692,Female,46+,Jazz,Family,UPI,Yes,Free,iOS,WiFi,3.44,No
2693,Female,46+,Pop,Family,UPI,No,Premium,iOS,4G,4.36,Yes
2694,Female,26-35,Jazz,Free,Card,Yes,Free,Web,4G,0.24,No
2695,Male ,36-45,Classical,Family,Wallet,Yes,Premium,Android,WiFi,4.78,No
2696,Male ,18-25,Classical,Free,UPI,Yes,Free,Web,4G,0.39,No
2697,Male ,36-45,HipHop,Premium,Auto-Debit,Yes,Family,Android,WiFi,3.61,No
2698,Male ,26-35,EDM,Family,Wallet,Yes,Premium,Web,4G,1.04,No
2699,Male ,46+,Classical,Free,Wallet,Yes,Free,Web,5G,4.2,No
2700,Male ,26-35,EDM,Premium,Card,Yes,Free,Web,WiFi,4.31,No
2701,Female,46+,HipHop,Family,Auto-Debit,No,Premium,Web,4G,2.76,No
2702,Male ,18-25,HipHop,Family,Auto-Debit,Yes,Premium,iOS,4G,2.01,No
2703,Male ,26-35,HipHop,Free,Wallet,Yes,Premium,iOS,5G,3.97,Yes
2704,Female,36-45,HipHop,Premium,UPI,Yes,Premium,iOS,4G,4.37,Yes
2705,Female,36-45,HipHop,Premium,Card,No,Free,Web,4G,3.69,No
2706,Female,26-35,HipHop,Premium,Card,No,Premium,Android,4G,4.53,No
2707,Male ,26-35,HipHop,Premium,Card,No,Premium,Android,WiFi,3.13,Yes
2708,Female,36-45,HipHop,Premium,Wallet,Yes,Premium,Web,5G,3.35,Yes
2709,Male ,26-35,HipHop,Premium,Card,Yes,Family,Web,5G,2.86,Yes
2710,Female,26-35,Jazz,Premium,UPI,No,Premium,iOS,5G,2.44,Yes
